time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
120.5,1,0,0,0,0,0.146729,1,0,0,0.0145954,196,0.0049273,196,0.0008207,196,0.0088382,196,0,0,1.16e-05,196,0.0001068,13,0.0001083,24,0.0004732,196,0.0001726,196,0.0002644,196,0,0,0.0002591,9,0.0001207,189,0.0001771,196,0.0002119,196,0.0001176,196,1.48e-05,196,0.0027993,196,0,0,0.0020776,196,0.0006243,196,9212,196
220.5,1,6,1.8,0.36,0.036,0.368742,0,0,0,0.0513061,396,0.0053592,396,0.0017799,396,0.0441483,396,0,0,2.54e-05,396,0.0003535,28,0.0002935,49,0.0010148,396,0.0004029,396,0.0010004,396,0.0012756,7,0.0002591,9,0.000287,382,0.0024293,396,0.0007164,396,0.0002182,396,4.46e-05,396,0.0240732,396,0,0,0.0066015,396,0.0171418,396,87213,396
320.5,1,0,1.26,0.54,0.0864,0.294878,0,0,0,0.0799327,596,0.0055168,596,0.0026363,596,0.0717507,596,0,0,3.64e-05,596,0.0004613,40,0.0003802,74,0.0015411,596,0.0006069,596,0.0017372,596,0.0012756,7,0.0002591,9,0.0004072,582,0.0025419,596,0.0009977,596,0.0003452,596,6.47e-05,596,0.0466,596,0,0,0.0109932,596,0.0349791,596,178013,596
420.5,1,0,0.882,0.6084,0.1386,0.27649,0,0,0,0.107875,796,0.0056629,796,0.003562,796,0.0986107,796,0,0,4.8e-05,796,0.0005676,53,0.0004643,99,0.0020535,796,0.0008234,796,0.0024247,796,0.0012756,7,0.0002591,9,0.0005202,782,0.0026623,796,0.0012963,796,0.0004805,796,8.56e-05,796,0.069047,796,0,0,0.0152664,796,0.0528728,796,268813,796
520.5,1,0,0.6174,0.6102,0.18576,0.12694,0,0,0,0.126096,996,0.0058057,996,0.0044215,996,0.115819,996,0,0,6.09e-05,996,0.0007385,67,0.0005654,124,0.0025762,996,0.0010149,996,0.002938,996,0.0017821,10,0.0002591,9,0.0007102,980,0.0029309,996,0.0015878,996,0.0006011,996,0.0001156,996,0.0812574,996,0,0,0.0186701,996,0.0614909,996,315139,996
620.5,1,0,0.43218,0.574596,0.224644,0.12444,0,0,0,0.138418,1196,0.0059491,1196,0.0052855,1196,0.127123,1196,0,0,7.16e-05,1196,0.0008339,80,0.0006482,149,0.0030744,1196,0.0011983,1196,0.0034362,1196,0.0017821,10,0.0002591,9,0.0008219,1180,0.0030402,1196,0.0018624,1196,0.0007198,1196,0.000132,1196,0.0888509,1196,0,0,0.0215241,1196,0.0661054,1196,339339,1196
720.5,1,9,3.00253,1.06018,0.308197,0.167114,1,0,0,0.154926,1396,0.006125,1396,0.0064393,1396,0.142291,1396,0,0,8.61e-05,1396,0.0009666,92,0.0007739,174,0.0037207,1396,0.0014155,1396,0.0040279,1396,0.0017821,10,0.0002591,9,0.0009532,1380,0.0031767,1396,0.0021873,1396,0.0008681,1396,0.0001493,1396,0.0988925,1396,0,0,0.025605,1396,0.0719138,1396,363539,1396
820.5,1,0,2.10177,1.2685,0.404228,0.275239,1,0,0,0.196362,1596,0.0064332,1596,0.0075265,1596,0.182323,1596,0,0,0.0001005,1596,0.0051854,214,0.0008958,199,0.0044136,1596,0.0016668,1596,0.0047799,1596,0.0029527,12,0.0004096,10,0.00112,1579,0.0056571,1596,0.002521,1596,0.0009639,1596,0.0001763,1596,0.119443,1596,0,0,0.0320563,1596,0.0858393,1596,433331,1596
920.5,1,0,1.47124,1.30905,0.49471,0.260516,1,0,0,0.227416,1796,0.0065862,1796,0.0083971,1796,0.212344,1796,0,0,0.0001121,1796,0.007295,296,0.0009765,224,0.0049842,1796,0.0018919,1796,0.0054682,1796,0.0029527,12,0.0004096,10,0.0012572,1779,0.0069971,1796,0.0028261,1796,0.0010629,1796,0.0002005,1796,0.138772,1796,0,0,0.037522,1796,0.0994611,1796,512263,1796
1020.5,1,0,1.02987,1.25321,0.57056,0.273465,0,0,0,0.253304,1996,0.0067433,1996,0.0092791,1996,0.237184,1996,0,0,0.000125,1996,0.0075707,314,0.0010798,249,0.0055611,1996,0.0020841,1996,0.0061475,1996,0.0029527,12,0.0004593,12,0.0013771,1979,0.0073063,1996,0.0031286,1996,0.0011843,1996,0.0002258,1996,0.158648,1996,0,0,0.043366,1996,0.113147,1996,591255,1996
1120.5,1,0,0.720906,1.14675,0.628179,0.260665,0,0,0,0.278891,2196,0.0069141,2196,0.010176,2196,0.261694,2196,0,0,0.0001394,2196,0.0077306,326,0.0011738,274,0.0061034,2196,0.0022775,2196,0.0068473,2196,0.0029527,12,0.0004593,12,0.0014937,2179,0.0074417,2196,0.0034336,2196,0.0013118,2196,0.0002485,2196,0.179064,2196,0,0,0.0491999,2196,0.127374,2196,671655,2196
1220.5,1,0,0.504635,1.01833,0.667193,0.255865,0,0,0,0.304563,2396,0.0070731,2396,0.0110556,2396,0.286317,2396,0,0,0.0001529,2396,0.0078936,339,0.0012646,299,0.0066466,2396,0.0024724,2396,0.0075652,2396,0.0029527,12,0.0004593,12,0.001613,2379,0.0075825,2396,0.0037105,2396,0.0014412,2396,0.0002712,2396,0.199685,2396,0,0,0.0551109,2396,0.141724,2396,752055,2396
1320.5,1,0,0.353244,0.88531,0.689005,0.300841,0,0,0,0.335385,2596,0.0072516,2596,0.0119546,2596,0.316051,2596,0,0,0.0001656,2596,0.0080412,351,0.0014267,324,0.0071381,2596,0.0026756,2596,0.0082719,2596,0.0033379,13,0.0005212,13,0.0017331,2577,0.0083766,2596,0.0040531,2596,0.0015604,2596,0.000293,2596,0.222399,2596,0,0,0.0613761,2596,0.15782,2596,841480,2596
1420.5,1,0,0.247271,0.757703,0.695875,0.312166,0,0,0,0.366804,2796,0.0074091,2796,0.0128813,2796,0.346377,2796,0,0,0.0001789,2796,0.0081967,364,0.0015265,349,0.0076575,2796,0.0028985,2796,0.0089832,2796,0.0036572,14,0.0005212,13,0.0018516,2776,0.0086715,2796,0.0043433,2796,0.0016898,2796,0.0003228,2796,0.246962,2796,0,0,0.0678798,2796,0.175495,2796,936496,2796
1520.5,1,0,0.17309,0.64078,0.690365,0.309929,0,0,0,0.398025,2996,0.0075777,2996,0.0137753,2996,0.376524,2996,0,0,0.0001915,2996,0.0083642,376,0.0016513,374,0.0081722,2996,0.0031293,2996,0.009661,2996,0.0036572,14,0.0006095,15,0.001965,2974,0.00909,2996,0.0046647,2996,0.001809,2996,0.0003421,2996,0.271383,2996,0,0,0.0741386,2996,0.193287,2996,1034662,2996
1620.5,1,0,0.121163,0.536857,0.675014,0.326804,0,0,0,0.430493,3196,0.0077411,3196,0.0147425,3196,0.40785,3196,0,0,0.0002046,3196,0.008529,389,0.0017485,399,0.0087449,3196,0.0033974,3196,0.0103859,3196,0.0036572,14,0.0006095,15,0.0020848,3174,0.0092728,3196,0.0049814,3196,0.0019475,3196,0.0003649,3196,0.297827,3196,0,0,0.0811447,3196,0.212248,3196,1131869,3196
1720.5,1,0,0.0848139,0.446448,0.652158,0.305416,0,0,0,0.461843,3396,0.0079067,3396,0.015697,3396,0.438071,3396,0,0,0.0002189,3396,0.0086743,401,0.0018386,424,0.00929,3396,0.0036481,3396,0.0110772,3396,0.0036572,14,0.0006221,16,0.0022024,3373,0.0094463,3396,0.0052915,3396,0.0020715,3396,0.0003849,3396,0.323155,3396,0,0,0.0878069,3396,0.230576,3396,1228670,3396
1820.5,1,0,0.0593698,0.369032,0.623845,0.287391,0,0,0,0.492161,3596,0.0080672,3596,0.0165875,3596,0.467328,3596,0,0,0.000234,3596,0.008836,414,0.0019264,449,0.0098133,3596,0.0038963,3596,0.0117494,3596,0.0036572,14,0.0006221,16,0.0023183,3573,0.0095733,3596,0.005589,3596,0.0021936,3596,0.0004049,3596,0.347726,3596,0,0,0.0940195,3596,0.248512,3596,1325470,3596
1920.5,1,1,0.341559,0.363538,0.597815,0.285168,0,0,0,0.522103,3796,0.0082236,3796,0.0174635,3796,0.496228,3796,0,0,0.0002469,3796,0.0089747,426,0.0020101,474,0.0103406,3796,0.0041397,3796,0.0124257,3796,0.0036572,14,0.0006221,16,0.0024375,3773,0.0096982,3796,0.0058533,3796,0.0023165,3796,0.0004274,3796,0.372416,3796,0,0,0.100448,3796,0.266391,3796,1422270,3796
2020.5,1,0,0.239091,0.338648,0.571898,0.288968,0,0,0,0.551717,3996,0.0083833,3996,0.0183706,3996,0.524763,3996,0,0,0.00026,3996,0.0091437,439,0.0020995,499,0.0108827,3996,0.0043844,3996,0.0130943,3996,0.0036572,14,0.0006221,16,0.0025505,3973,0.0098279,3996,0.0061244,3996,0.0024494,3996,0.0004525,3996,0.396979,3996,0,0,0.106801,3996,0.284177,3996,1519070,3996
2120.5,1,0,0.167364,0.304392,0.545147,0.307469,0,0,0,0.58203,4196,0.008552,4196,0.0193009,4196,0.553965,4196,0,0,0.0002734,4196,0.0093034,451,0.0021891,524,0.0114237,4196,0.0046445,4196,0.0137678,4196,0.0036572,14,0.0006221,16,0.0026702,4173,0.0099594,4196,0.0063976,4196,0.0025809,4196,0.0004809,4196,0.421925,4196,0,0,0.113292,4196,0.302246,4196,1615870,4196
2220.5,1,0,0.117155,0.266944,0.517327,0.306644,0,0,0,0.611668,4396,0.0087047,4396,0.0201849,4396,0.582555,4396,0,0,0.0002856,4396,0.0094657,464,0.0022766,549,0.0119442,4396,0.0048814,4396,0.0144162,4396,0.0036572,14,0.0006221,16,0.002785,4373,0.0101007,4396,0.006672,4396,0.002725,4396,0.0005081,4396,0.446371,4396,0,0,0.119639,4396,0.319938,4396,1712670,4396
2320.5,1,0,0.0820083,0.229957,0.48859,0.304556,0,0,0,0.642022,4596,0.0088551,4596,0.0210399,4596,0.611893,4596,0,0,0.0002983,4596,0.0096288,476,0.0023682,574,0.012472,4596,0.0051265,4596,0.0150876,4596,0.0036572,14,0.0006221,16,0.0029021,4573,0.0102317,4596,0.0069367,4596,0.002854,4596,0.0005314,4596,0.471445,4596,0,0,0.126269,4596,0.337875,4596,1809470,4596
2420.5,1,0,0.0574058,0.195447,0.459276,0.369143,0,0,0,0.675423,4796,0.0090377,4796,0.0219783,4796,0.644163,4796,0,0,0.000316,4796,0.0100966,493,0.0024669,599,0.0130862,4796,0.0053865,4796,0.0158102,4796,0.0036572,14,0.0006221,16,0.0030197,4770,0.0104927,4796,0.0073624,4796,0.0029946,4796,0.0005771,4796,0.498107,4796,0,0,0.13359,4796,0.356715,4796,1909015,4796
