time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
146.5,1,0,0,0,0,0.131226,1,0,0,0.0566741,241,0.044868,241,0.0010509,241,0.0107442,241,0,0,1.87e-05,241,0.0001725,17,0.0001491,30,0.0005926,241,0.0001794,241,0.0003411,241,2.96e-05,2,0.0003106,7,0.0001547,235,0.0002022,241,0.0002672,241,0.0001307,241,2.42e-05,241,0.0035089,241,0,0,0.0026543,241,0.0007449,241,11333,241
246.5,1,5,1.5,0.3,0.03,0.252076,0,0,0,0.0764529,441,0.0453257,441,0.0021941,441,0.0289133,441,0,0,3.79e-05,441,0.0002948,30,0.0002508,55,0.0011749,441,0.0004453,441,0.0008977,441,0.0004337,3,0.0003106,7,0.0003051,434,0.0003607,441,0.0005938,441,0.0002326,441,4.37e-05,441,0.0117771,441,0,0,0.0059458,441,0.0055974,441,33091,441
346.5,1,0,1.05,0.45,0.072,0.308074,0,0,0,0.111165,641,0.0454785,641,0.0032852,641,0.0623726,641,0,0,5.62e-05,641,0.0004954,44,0.0003681,80,0.0017474,641,0.0008033,641,0.0040345,641,0.0010215,5,0.0003106,7,0.0004806,632,0.0011329,641,0.0009729,641,0.0003818,641,7.2e-05,641,0.0361228,641,0,0,0.0109453,641,0.0246341,641,134843,641
446.5,1,0,0.735,0.507,0.1155,0.282762,0,0,0,0.141729,841,0.0456222,841,0.0042362,841,0.0918311,841,0,0,7.5e-05,841,0.000588,56,0.0004586,105,0.0022979,841,0.0011408,841,0.0070549,841,0.0010215,5,0.0003106,7,0.0006173,832,0.0012554,841,0.0012761,841,0.0005107,841,9.1e-05,841,0.0588876,841,0,0,0.0155666,841,0.0424904,841,237043,841
546.5,1,0,0.5145,0.5085,0.1548,0.323187,0,0,0,0.171441,1041,0.0457657,1041,0.0051424,1041,0.120484,1041,0,0,9.36e-05,1041,0.0006951,69,0.0005496,130,0.0028167,1041,0.0014767,1041,0.0099397,1041,0.0010215,5,0.0003106,7,0.0007571,1032,0.001373,1041,0.0015674,1041,0.0006334,1041,0.0001118,1041,0.0810469,1041,0,0,0.0200144,1041,0.0599174,1041,339243,1041
646.5,1,0,0.36015,0.47883,0.187203,0.288836,0,0,0,0.201306,1241,0.0459048,1241,0.0060846,1241,0.149256,1241,0,0,0.0001129,1241,0.0007903,81,0.0006386,155,0.0033942,1241,0.0018134,1241,0.0127624,1241,0.0010215,5,0.0003106,7,0.0008943,1232,0.0015005,1241,0.0018668,1241,0.0007616,1241,0.0001322,1241,0.103444,1241,0,0,0.0245018,1241,0.0775098,1241,441443,1241
746.5,1,0,0.252105,0.433485,0.211831,0.289386,0,0,0,0.230044,1441,0.0460372,1441,0.0069678,1441,0.176969,1441,0,0,0.0001317,1441,0.000893,94,0.0007249,180,0.0039042,1441,0.0021345,1441,0.0155444,1441,0.0010215,5,0.0003106,7,0.0010256,1432,0.001614,1441,0.0021566,1441,0.0008895,1441,0.0001532,1441,0.12501,1441,0,0,0.0287572,1441,0.0945603,1441,543643,1441
846.5,1,0,0.176473,0.382083,0.228856,0.315574,0,0,0,0.261107,1641,0.0461814,1641,0.0079579,1641,0.206887,1641,0,0,0.0001516,1641,0.0009952,106,0.0008185,205,0.004451,1641,0.0025111,1641,0.0186186,1641,0.0010215,5,0.0003106,7,0.0011659,1632,0.0017398,1641,0.0024662,1641,0.0010179,1641,0.0001844,1641,0.14808,1641,0,0,0.0334507,1641,0.112634,1641,645843,1641
946.5,1,0,0.123531,0.330372,0.239008,0.313474,0,0,0,0.292577,1841,0.0463268,1841,0.0089616,1841,0.237198,1841,0,0,0.0001699,1841,0.0011133,119,0.0009082,230,0.0050024,1841,0.0029016,1841,0.0217092,1841,0.0010215,5,0.0003106,7,0.0013077,1832,0.0018659,1841,0.0027974,1841,0.0011537,1841,0.0002022,1841,0.171201,1841,0,0,0.0381265,1841,0.130805,1841,748043,1841
1046.5,1,0,0.086472,0.281592,0.243266,0.312712,0,0,0,0.334971,2041,0.046539,2041,0.0099423,2041,0.27839,2041,0,0,0.000188,2041,0.0012071,131,0.0010854,255,0.0054692,2041,0.0032869,2041,0.0246101,2041,0.0019697,14,0.0003106,7,0.0014985,2023,0.0055647,2041,0.0033312,2041,0.0012603,2041,0.0002261,2041,0.197293,2041,0,0,0.0435748,2041,0.151166,2041,857901,2041
