time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
243.5,1,0,0,0,0,0.144653,1,0,0,0.0220643,374,0.0040783,374,0.0037782,374,0.0141909,374,0,0,2.73e-05,374,0.0001716,24,0.0002153,47,0.0008712,374,0.0003641,374,0.0004518,374,0,0,0.0002742,6,0.000212,370,0.0002527,374,0.0003731,374,0.0002106,374,2.61e-05,374,0.0052137,374,0,0,0.0038044,374,0.0012465,374,17584,374
343.5,1,27,8.1,1.62,0.162,0.349259,1,0,0,0.0490646,574,0.0043658,574,0.0070284,574,0.0376431,574,0,0,4.35e-05,574,0.0006553,41,0.0003595,72,0.0016317,574,0.0007226,574,0.0012965,574,0.0011939,3,0.0003244,7,0.0004044,568,0.0007633,574,0.0006948,574,0.0003226,574,6.72e-05,574,0.0166789,574,0,0,0.008646,574,0.0076888,574,51924,574
443.5,1,0,5.67,2.43,0.3888,0.397195,1,0,0,0.0906853,774,0.0045867,774,0.0107023,774,0.0753584,774,0,0,5.73e-05,774,0.0054242,169,0.0004603,97,0.0026492,774,0.0011581,774,0.0027572,774,0.0011939,3,0.0003244,7,0.0005686,768,0.0022605,774,0.0010627,774,0.0004261,774,0.000104,774,0.0340309,774,0,0,0.0155742,774,0.0179279,774,110476,774
543.5,1,0,3.969,2.7378,0.6237,0.286382,1,0,0,0.131611,974,0.004818,974,0.0146498,974,0.112094,974,0,0,7.87e-05,974,0.0100473,283,0.0005638,122,0.0037282,974,0.0016032,974,0.0042215,974,0.0011939,3,0.0003244,7,0.0007345,968,0.0036909,974,0.0014288,974,0.0005402,974,0.0001397,974,0.0519115,974,0,0,0.0227877,974,0.0284183,974,168639,974
643.5,1,0,2.7783,2.7459,0.83592,1.16917,0,0,0,0.181731,1174,0.0051043,1174,0.0185152,1174,0.158052,1174,0,0,9.68e-05,1174,0.0104413,299,0.0007442,147,0.0045127,1174,0.0020813,1174,0.0061754,1174,0.0071854,16,0.00034,8,0.0013377,1156,0.0072027,1174,0.0020536,1174,0.0006903,1174,0.0001776,1174,0.0779993,1174,0,0,0.0314523,1174,0.0455757,1174,247887,1174
743.5,1,0,1.94481,2.58568,1.0109,0.533629,0,0,0,0.247934,1374,0.0053938,1374,0.022181,1374,0.22029,1374,0,0,0.0001137,1374,0.0106247,312,0.0009953,172,0.0052036,1374,0.0025389,1374,0.0083707,1374,0.0195342,46,0.00034,8,0.0017621,1326,0.0135258,1374,0.0025527,1374,0.0010144,1374,0.0002101,1374,0.110806,1374,0,0,0.0431138,1374,0.0663333,1374,342964,1374
843.5,1,0,1.36137,2.34082,1.14389,0.554492,0,0,0,0.301961,1574,0.0056323,1574,0.0258002,1574,0.270449,1574,0,0,0.00013,1574,0.0111988,326,0.0011302,197,0.0060865,1574,0.0030156,1574,0.011185,1574,0.020411,48,0.00034,8,0.0019296,1524,0.0139898,1574,0.0029633,1574,0.0011565,1574,0.0002434,1574,0.149515,1574,0,0,0.0576822,1574,0.0898192,1574,464794,1574
943.5,1,0,0.952957,2.06325,1.23582,0.535918,0,0,0,0.357123,1774,0.0058584,1774,0.0290282,1774,0.322148,1774,0,0,0.0001443,1774,0.0114756,340,0.0012582,222,0.0068436,1774,0.0034876,1774,0.0138839,1774,0.0214672,51,0.00034,8,0.0020964,1721,0.0152555,1774,0.0033639,1774,0.0012934,1774,0.0002764,1774,0.188699,1774,0,0,0.0722307,1774,0.113912,1774,592083,1774
1043.5,1,0,0.66707,1.78401,1.29064,0.521132,0,0,0,0.414687,1974,0.0060943,1974,0.0326099,1974,0.375885,1974,0,0,0.0001624,1974,0.011642,352,0.0013778,247,0.0075532,1974,0.0039744,1974,0.0168264,1974,0.0214672,51,0.00034,8,0.0022631,1921,0.015784,1974,0.0037338,1974,0.0014799,1974,0.0003053,1974,0.233689,1974,0,0,0.0875783,1974,0.142865,1974,731306,1974
1143.5,1,0,0.466949,1.5206,1.31364,0.488207,0,0,0,0.471766,2174,0.0063265,2174,0.0361796,2174,0.429151,2174,0,0,0.0001804,2174,0.0118374,365,0.0015156,272,0.0082451,2174,0.0044764,2174,0.0199231,2174,0.0224133,54,0.00034,8,0.0025661,2118,0.0169479,2174,0.0042312,2174,0.0016295,2174,0.0003331,2174,0.274912,2174,0,0,0.101702,2174,0.169414,2174,861263,2174
