time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
250,1,0,0,0,0,0.220337,1,0,0,0.028654,383,0.0047422,383,0.0052018,383,0.0186869,383,0,0,4.38e-05,383,0.0002295,25,0.0002405,48,0.0010489,383,0.0004121,383,0.0006176,383,0,0,0.0002601,6,0.0002656,379,0.0003153,383,0.000479,383,0.0002406,383,4.45e-05,383,0.0067695,383,0,0,0.0050967,383,0.0014842,383,18007,383
350,1,17,5.1,1.02,0.102,0.221816,0,0,0,0.0579546,583,0.0050449,583,0.0091864,583,0.0436902,583,0,0,6.05e-05,583,0.0003763,38,0.000341,73,0.0017067,583,0.0007511,583,0.0013463,583,0.0004112,1,0.0002601,6,0.0004586,578,0.0004886,583,0.0008589,583,0.0003524,583,7.12e-05,583,0.0166223,583,0,0,0.0090964,583,0.0071794,583,40949,583
450,1,9,6.27,2.07,0.2988,0.45269,1,0,0,0.0792848,783,0.0052361,783,0.0126127,783,0.0613928,783,0,0,7.5e-05,783,0.0007888,53,0.000482,98,0.0024305,783,0.0010512,783,0.0020874,783,0.0008176,2,0.000299,8,0.0006374,777,0.0010574,783,0.0012033,783,0.0004909,783,0.0001002,783,0.0264896,783,0,0,0.0128225,783,0.01317,783,70399,783
550,1,0,4.389,2.5338,0.5223,0.438818,1,0,0,0.117097,983,0.0054127,983,0.0155937,983,0.0960361,983,0,0,8.71e-05,983,0.0036231,160,0.0005918,123,0.0031453,983,0.0013854,983,0.0032029,983,0.000823,3,0.0012339,10,0.0007754,977,0.0023748,983,0.0015037,983,0.0005834,983,0.0001272,983,0.0433478,983,0,0,0.0182932,983,0.0243875,983,144969,983
650,1,0,3.0723,2.6415,0.73422,0.267116,1,0,0,0.15388,1183,0.0055678,1183,0.0182344,1183,0.130013,1183,0,0,9.93e-05,1183,0.0072261,300,0.000679,148,0.0037875,1183,0.0016969,1183,0.0042101,1183,0.000823,3,0.0012339,10,0.0009048,1177,0.0039271,1183,0.0017933,1183,0.0006618,1183,0.0001514,1183,0.0582985,1183,0,0,0.0227654,1183,0.0347315,1183,219483,1183
750,1,0,2.15061,2.54332,0.91513,0.321554,0,0,0,0.183436,1383,0.0057554,1383,0.0210277,1383,0.156578,1383,0,0,0.0001116,1383,0.007519,316,0.0008412,173,0.0044001,1383,0.0020131,1383,0.0052651,1383,0.0010575,5,0.0012339,10,0.0010439,1375,0.0045328,1383,0.0021892,1383,0.0007842,1383,0.0001753,1383,0.0759857,1383,0,0,0.0285543,1383,0.0464075,1383,297997,1383
850,1,0,1.50543,2.33574,1.05719,0.317866,0,0,0,0.216827,1583,0.0059878,1583,0.0236432,1583,0.187112,1583,0,0,0.0001542,1583,0.0081242,343,0.0009498,198,0.0049805,1583,0.0023282,1583,0.0061316,1583,0.0012756,6,0.0012339,10,0.0011592,1559,0.0052122,1583,0.0028202,1583,0.0008925,1583,0.0002229,1583,0.0955602,1583,0,0,0.0342478,1583,0.0600467,1583,388844,1583
950,1,0,1.0538,2.07935,1.15941,0.344416,0,0,0,0.255181,1783,0.0062029,1783,0.0269387,1783,0.221946,1783,0,0,0.000201,1783,0.0088178,381,0.001069,223,0.0056538,1783,0.0026942,1783,0.007109,1783,0.0012756,6,0.0012339,10,0.0012977,1749,0.0058854,1783,0.0033482,1783,0.0010108,1783,0.0002985,1783,0.118588,1783,0,0,0.0417478,1783,0.075302,1783,478666,1783
1050,1,0,0.737659,1.81102,1.22457,0.360128,0,0,0,0.288432,1983,0.0063902,1983,0.0301304,1983,0.25181,1983,0,0,0.0002219,1983,0.0095387,417,0.0011681,248,0.0062795,1983,0.0030402,1983,0.0080515,1983,0.0012756,6,0.0012339,10,0.0014266,1944,0.0062346,1983,0.0037848,1983,0.0011356,1983,0.0003336,1983,0.139932,1983,0,0,0.0487828,1983,0.0893254,1983,565533,1983
1150,1,0,0.516361,1.55208,1.25732,0.634916,0,0,0,0.337666,2183,0.0066422,2183,0.0333421,2183,0.297569,2183,0,0,0.00024,2183,0.0098203,430,0.0013796,273,0.006814,2183,0.0034595,2183,0.0100421,2183,0.0050413,17,0.0012339,10,0.0019579,2132,0.0098069,2183,0.0044057,2183,0.0012447,2183,0.0003556,2183,0.165209,2183,0,0,0.0555967,2183,0.107518,2183,662489,2183
