time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
229,1,0,0,0,0,0.129639,1,0,0,0.0193697,346,0.0037672,346,0.0041301,346,0.0114563,346,0,0,2.31e-05,346,0.0001759,23,0.0001988,44,0.0008087,346,0.0002809,346,0.000456,346,0,0,0.0002511,6,0.0002177,344,0.0002499,346,0.0003636,346,0.0002096,346,2.54e-05,346,0.0040526,346,0,0,0.002739,346,0.0011428,346,16262,346
329,1,21,6.3,1.26,0.126,0.175058,1,0,0,0.0383705,546,0.0039892,546,0.0070583,546,0.0272985,546,0,0,4.51e-05,546,0.0002923,37,0.0003202,69,0.0013975,546,0.0004903,546,0.0009873,546,0.0005626,1,0.0002511,6,0.0003695,542,0.0004436,546,0.0006628,546,0.0003164,546,4.1e-05,546,0.0104354,546,0,0,0.0048491,546,0.0052827,546,38168,546
429,1,0,4.41,1.89,0.3024,0.255559,1,0,0,0.0758408,746,0.0041662,746,0.0097182,746,0.0619215,746,0,0,5.56e-05,746,0.003752,159,0.0004113,94,0.0020688,746,0.0007141,746,0.0020156,746,0.0017554,3,0.0003352,7,0.000523,741,0.0028113,746,0.000908,746,0.0003972,746,6.51e-05,746,0.0266675,746,0,0,0.0088484,746,0.0173399,746,124061,746
529,1,0,3.087,2.1294,0.4851,0.320723,1,0,0,0.110358,946,0.0043389,946,0.0122475,946,0.0937259,946,0,0,6.71e-05,946,0.0073191,280,0.0004939,119,0.0027107,946,0.0009586,946,0.0030444,946,0.0017554,3,0.0003352,7,0.0006533,941,0.0048519,946,0.0011379,946,0.0004781,946,8.33e-05,946,0.0433024,946,0,0,0.0130774,946,0.0295085,946,214374,946
629,1,0,2.1609,2.1357,0.65016,0.259236,0,0,0,0.136985,1146,0.0045113,1146,0.0148539,1146,0.117562,1146,0,0,7.82e-05,1146,0.0076065,297,0.0005828,144,0.0033068,1146,0.0011629,1146,0.0040394,1146,0.0017595,4,0.0003834,9,0.0007804,1141,0.0051608,1146,0.0014624,1146,0.0006072,1146,0.0001058,1146,0.0614227,1146,0,0,0.0179136,1146,0.0424216,1146,304501,1146
729,1,1,1.81263,2.07109,0.792253,0.229173,0,0,0,0.161591,1346,0.0046792,1346,0.0173632,1346,0.13948,1346,0,0,8.83e-05,1346,0.0077787,310,0.0006815,169,0.0038428,1346,0.0013641,1346,0.0049785,1346,0.0017595,4,0.0003834,9,0.000905,1341,0.0053406,1346,0.0017633,1346,0.0007255,1346,0.0001214,1346,0.0783174,1346,0,0,0.0225226,1346,0.0544043,1346,393827,1346
829,1,0,1.26884,1.91064,0.904091,0.250936,0,0,0,0.18478,1546,0.0048415,1546,0.0196711,1546,0.160189,1546,0,0,9.93e-05,1546,0.0079541,323,0.0007631,194,0.0043472,1546,0.0015489,1546,0.005888,1546,0.0017595,4,0.0003834,9,0.001023,1541,0.005485,1546,0.0020254,1546,0.0008357,1546,0.0001384,1546,0.0946509,1546,0,0,0.0269711,1546,0.0659682,1546,482840,1546
929,1,0,0.888189,1.70615,0.984297,0.257348,0,0,0,0.209621,1746,0.0050128,1746,0.0221407,1746,0.182378,1746,0,0,0.0001118,1746,0.0081443,337,0.0008469,219,0.0048889,1746,0.0017425,1746,0.0068369,1746,0.0017595,4,0.0003834,9,0.0011471,1741,0.0056226,1746,0.002289,1746,0.000949,1746,0.0001532,1746,0.111267,1746,0,0,0.031579,1746,0.0776879,1746,572040,1746
1029,1,0,0.621732,1.48926,1.03479,0.244111,0,0,0,0.234195,1946,0.0051795,1946,0.0245819,1946,0.204334,1946,0,0,0.0001238,1946,0.0082982,349,0.0009276,244,0.0054148,1946,0.0019376,1946,0.0077705,1946,0.0017595,4,0.0003834,9,0.0012665,1941,0.0057528,1946,0.0025534,1946,0.0010588,1946,0.0001698,1946,0.128015,1946,0,0,0.0361438,1946,0.0895625,1946,661240,1946
1129,1,0,0.435212,1.27845,1.05916,0.234237,0,0,0,0.258059,2146,0.0053425,2146,0.026932,2146,0.225675,2146,0,0,0.0001359,2146,0.008461,362,0.0010087,269,0.0059417,2146,0.0021316,2146,0.0087024,2146,0.0017595,4,0.0003834,9,0.0013839,2141,0.0058794,2146,0.0028224,2146,0.0011697,2146,0.0001845,2146,0.144444,2146,0,0,0.0406334,2146,0.101185,2146,750440,2146
