time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
239,1,0,0,0,0,0.156616,1,0,0,0.0228183,365,0.0041079,365,0.0034761,365,0.0152172,365,0,0,2.5e-05,361,0.0006112,30,0.000211,47,0.0007695,361,0.0002768,361,0.0004429,359,0.0001107,5,0.0001954,6,0.000215,353,0.0002978,361,0.0003404,361,0.0001829,361,2.85e-05,361,0.0046749,361,0,0,0.0034856,361,0.0010318,359,16879,361
339,1,15,4.5,0.9,0.09,0.181841,0,0,0,0.0438819,565,0.0043321,565,0.0058586,565,0.0336652,565,0,0,3.68e-05,561,0.0007666,46,0.0002839,72,0.0012758,561,0.0006013,561,0.0009104,559,0.0005149,6,0.0001954,6,0.0003535,552,0.000447,561,0.0006904,561,0.000275,561,4.28e-05,561,0.0111501,561,0,0,0.0061752,561,0.0046958,559,40159,561
439,1,0,3.15,1.35,0.216,0.136192,0,0,0,0.0579413,765,0.0044783,765,0.0080167,765,0.0454111,765,0,0,4.89e-05,761,0.0009255,67,0.0003659,97,0.0017711,761,0.0008954,761,0.001409,759,0.0005149,6,0.0001954,6,0.0004745,752,0.000548,761,0.0009397,761,0.0003821,761,5.89e-05,761,0.017647,761,0,0,0.0087419,761,0.0085024,759,65159,761
539,1,0,2.205,1.521,0.3465,0.141304,0,0,0,0.0712282,965,0.0046228,965,0.0101813,965,0.0563804,965,0,0,6.14e-05,961,0.0010275,80,0.0004508,122,0.0022764,961,0.0011915,961,0.0019057,959,0.0005149,6,0.0001954,6,0.000594,952,0.0006564,961,0.0011985,961,0.0004932,961,7.39e-05,961,0.0242347,961,0,0,0.0113573,961,0.0123495,959,90159,961
639,1,0,1.5435,1.5255,0.4644,0.131992,0,0,0,0.0847074,1165,0.0047693,1165,0.0123788,1165,0.0675073,1165,0,0,7.33e-05,1161,0.0011229,92,0.0005349,147,0.0027892,1161,0.0014934,1161,0.0024055,1159,0.0005149,6,0.0001954,6,0.0007164,1152,0.0007649,1161,0.0014652,1161,0.0006055,1161,9.03e-05,1161,0.0309261,1161,0,0,0.0140309,1161,0.0162392,1159,115159,1161
739,1,9,3.78045,1.97649,0.615609,0.145916,1,0,0,0.0988731,1365,0.0049221,1365,0.0146269,1365,0.0792629,1365,0,0,8.68e-05,1361,0.0012374,107,0.0006331,172,0.0033039,1361,0.0017949,1361,0.0028883,1359,0.0005149,6,0.0001954,6,0.0008378,1352,0.0008744,1361,0.0017184,1361,0.0007175,1361,0.0001057,1361,0.0376184,1361,0,0,0.0167221,1361,0.020118,1359,140159,1361
839,1,0,2.64632,2.11046,0.765094,0.147948,1,0,0,0.113105,1565,0.0050963,1565,0.0170112,1565,0.0909282,1565,0,0,9.94e-05,1561,0.001344,121,0.0007311,197,0.0038217,1561,0.0020869,1561,0.0033769,1559,0.0005149,6,0.0001954,6,0.0009613,1552,0.0009832,1561,0.0019702,1561,0.0008324,1561,0.0001195,1561,0.0444258,1561,0,0,0.019438,1561,0.0240852,1559,165159,1561
939,1,0,1.85242,2.05885,0.894469,0.136836,1,0,0,0.12667,1765,0.0052627,1765,0.0192949,1765,0.102035,1765,0,0,0.0001107,1761,0.0014533,134,0.0008176,222,0.0043317,1761,0.0023813,1761,0.0038567,1759,0.0005149,6,0.0001954,6,0.0010846,1752,0.0010924,1761,0.0022276,1761,0.0009478,1761,0.0001358,1761,0.0511549,1761,0,0,0.0221121,1761,0.0280184,1759,190159,1761
1039,1,0,1.29669,1.90642,0.995664,0.149137,0,0,0,0.140334,1965,0.0054294,1965,0.0215874,1965,0.113229,1965,0,0,0.0001236,1961,0.0015629,148,0.0009021,247,0.0048405,1961,0.0026652,1961,0.004337,1959,0.0005149,6,0.0001954,6,0.0012052,1952,0.0012089,1961,0.0024834,1961,0.0010637,1961,0.0001509,1961,0.0579204,1961,0,0,0.0248234,1961,0.0319513,1959,215159,1961
1139,1,0,0.907686,1.70667,1.06676,0.149562,0,0,0,0.154219,2165,0.0056057,2165,0.0238265,2165,0.124691,2165,0,0,0.0001363,2161,0.0016844,164,0.0009849,272,0.0053407,2161,0.0029519,2161,0.0048234,2159,0.0005149,6,0.0001954,6,0.0013267,2152,0.0013194,2161,0.0027309,2161,0.0011768,2161,0.0001648,2161,0.0645919,2161,0,0,0.0274414,2161,0.035878,2159,240159,2161
1239,1,0,0.63538,1.49241,1.10933,0.151737,0,0,0,0.168175,2365,0.0057721,2365,0.0260708,2365,0.136227,2365,0,0,0.0001471,2361,0.0017816,176,0.0010718,297,0.005844,2361,0.0032417,2361,0.0053083,2359,0.0005149,6,0.0001954,6,0.001448,2352,0.0014286,2361,0.0029941,2361,0.0012889,2361,0.0001796,2361,0.0712657,2361,0,0,0.0300973,2361,0.0397719,2359,265159,2361
