time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
247.5,1,0,0,0,0,0.144287,1,0,0,0.0206814,379,0.0038314,379,0.0039187,379,0.012913,379,0,0,2.8e-05,379,0.0001815,25,0.0002098,47,0.0008737,379,0.0003112,379,0.0004773,379,0,0,0.000206,6,0.0002224,375,0.000273,379,0.0003634,379,0.0002155,379,2.96e-05,379,0.0052171,379,0,0,0.0038475,379,0.0011919,379,17819,379
347.5,1,24,7.2,1.44,0.144,0.441738,1,0,0,0.0431554,579,0.0040988,579,0.0065245,579,0.0325052,579,0,0,4.25e-05,579,0.0006026,41,0.0003343,72,0.0014517,579,0.0006356,579,0.001098,579,0.0009483,3,0.0012496,10,0.000396,572,0.0008763,579,0.0007265,579,0.00032,579,5.35e-05,579,0.0136761,579,0,0,0.0069591,579,0.0063974,579,49199,579
447.5,1,0,5.04,2.16,0.3456,0.328591,1,0,0,0.0760046,779,0.0042664,779,0.0090184,779,0.0626813,779,0,0,5.73e-05,779,0.0037838,162,0.0004329,97,0.0021018,779,0.0009992,779,0.0021231,779,0.0010984,5,0.0012496,10,0.0005341,771,0.0024538,779,0.0009624,779,0.0004011,779,8.05e-05,779,0.0284808,779,0,0,0.0112302,779,0.01678,779,122565,779
547.5,1,0,3.528,2.4336,0.5544,0.215828,1,0,0,0.107717,979,0.0044178,979,0.0113481,979,0.0919016,979,0,0,7.26e-05,979,0.0069885,288,0.0005162,122,0.0027506,979,0.0013426,979,0.0030953,979,0.0010984,5,0.0012496,10,0.0006581,971,0.0040421,979,0.0011946,979,0.0004849,979,0.0001026,979,0.0430484,979,0,0,0.0154195,979,0.0269977,979,197030,979
647.5,1,0,2.4696,2.4408,0.74304,0.520791,0,0,0,0.13631,1179,0.0046033,1179,0.0137557,1179,0.117891,1179,0,0,8.92e-05,1179,0.0072196,303,0.0006511,147,0.0033308,1179,0.0016695,1179,0.0043632,1179,0.0020507,10,0.0012678,11,0.0010485,1167,0.0049562,1179,0.0015879,1179,0.000603,1179,0.0001253,1179,0.060128,1179,0,0,0.0200901,1179,0.0390882,1179,273587,1179
747.5,1,0,1.72872,2.29838,0.898574,0.397653,0,0,0,0.183043,1379,0.0048112,1379,0.0162203,1379,0.161942,1379,0,0,0.0001046,1379,0.0075677,317,0.0008439,172,0.0038761,1379,0.0020649,1379,0.0068149,1379,0.0084167,24,0.0012678,11,0.001253,1354,0.0081511,1379,0.0021102,1379,0.0007158,1379,0.0001542,1379,0.0850912,1379,0,0,0.0264959,1379,0.0572422,1379,382509,1379
847.5,1,0,1.2101,2.08073,1.01679,0.376278,0,0,0,0.219543,1579,0.0049784,1579,0.0186793,1579,0.195804,1579,0,0,0.0001209,1579,0.0077178,330,0.00093,197,0.0044717,1579,0.0024193,1579,0.0089723,1579,0.0084167,24,0.0012678,11,0.0013889,1554,0.008303,1579,0.0023817,1579,0.0008455,1579,0.0001736,1579,0.112902,1579,0,0,0.0334091,1579,0.0775319,1579,509509,1579
947.5,1,0,0.847073,1.834,1.09851,0.41794,0,0,0,0.255769,1779,0.0051498,1779,0.0210316,1779,0.229496,1779,0,0,0.0001354,1779,0.0078553,342,0.0010213,222,0.0050415,1779,0.0027811,1779,0.0111408,1779,0.0084167,24,0.0012678,11,0.0015191,1754,0.0084579,1779,0.0026607,1779,0.0009782,1779,0.0001889,1779,0.140386,1779,0,0,0.0405763,1779,0.0973501,1779,636509,1779
1047.5,1,1,0.892951,1.64579,1.15324,0.371366,0,0,0,0.29227,1979,0.005313,1979,0.0233799,1979,0.263475,1979,0,0,0.0001502,1979,0.0080388,355,0.0011184,247,0.0055984,1979,0.0031428,1979,0.0132502,1979,0.0084167,24,0.0012678,11,0.0016516,1954,0.0086097,1979,0.002927,1979,0.001101,1979,0.0002056,1979,0.167668,1979,0,0,0.0474136,1979,0.117179,1979,763509,1979
1147.5,1,0,0.625066,1.44164,1.18208,0.355791,0,0,0,0.329536,2179,0.0054831,2179,0.0257857,2179,0.298156,2179,0,0,0.0001662,2179,0.0082172,367,0.001225,272,0.0061663,2179,0.0034947,2179,0.0154342,2179,0.0084167,24,0.0012678,11,0.0017801,2154,0.0087721,2179,0.0032038,2179,0.0012285,2179,0.0002236,2179,0.195905,2179,0,0,0.0543704,2179,0.137825,2179,890509,2179
