time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
80.5,1,0,0,0,0,0.13501,2,0,0,0.0084975,125,0.0021755,125,0.0004316,125,0.005885,125,0,0,7.3e-06,125,6.08e-05,8,6.04e-05,15,0.000269,125,0.0001055,125,0.0001602,125,3.1e-06,1,0.0002041,6,8.18e-05,120,0.0001104,125,0.0001367,125,6.15e-05,125,1.58e-05,125,0.0015388,125,0,0,0.0011632,125,0.0003239,125,5875,125
180.5,1,3,0.9,0.18,0.018,0.169269,1,0,0,0.0266878,325,0.002415,325,0.0013531,325,0.0229059,325,0,0,1.9e-05,325,0.000167,22,0.0001489,40,0.0008377,325,0.0003377,325,0.0006737,325,0.00078,2,0.0002041,6,0.0002312,319,0.0002649,325,0.000432,325,0.0001691,325,3.32e-05,325,0.0082872,325,0,0,0.0036501,325,0.0044666,325,28151,325
280.5,1,0,0.63,0.27,0.0432,0.141894,1,0,0,0.0396149,525,0.0025653,525,0.0023332,525,0.0346941,525,0,0,3.2e-05,525,0.000258,34,0.0002437,65,0.0014174,525,0.0005335,525,0.0012046,525,0.00078,2,0.0002041,6,0.000363,519,0.0003885,525,0.0007335,525,0.0002991,525,5.26e-05,525,0.0157117,525,0,0,0.0062582,525,0.0091567,525,52351,525
380.5,1,0,0.441,0.3042,0.0693,0.143119,0,0,0,0.053092,725,0.0027168,725,0.0033061,725,0.0470372,725,0,0,4.56e-05,725,0.0003721,47,0.0003433,90,0.0020164,725,0.0007276,725,0.0018187,725,0.00078,2,0.0002041,6,0.0004926,719,0.0005147,725,0.0010394,725,0.0004338,725,7.25e-05,725,0.0234731,725,0,0,0.0089672,725,0.0140802,725,76551,725
480.5,1,0,0.3087,0.3051,0.09288,0.148393,0,0,0,0.066026,925,0.0028713,925,0.0042608,925,0.0588539,925,0,0,5.96e-05,925,0.0004693,59,0.0004379,115,0.0025868,925,0.0009185,925,0.002358,925,0.00078,2,0.0002041,6,0.0006227,919,0.0006396,925,0.001339,925,0.0005648,925,9.11e-05,925,0.0309043,925,0,0,0.0114879,925,0.0188643,925,100751,925
580.5,1,0,0.21609,0.287298,0.112322,0.133893,0,0,0,0.0790163,1125,0.0030276,1125,0.0051898,1125,0.0707497,1125,0,0,7.23e-05,1125,0.0005897,72,0.0005416,140,0.0031636,1125,0.0011095,1125,0.0029166,1125,0.00078,2,0.0002041,6,0.0007497,1119,0.0007599,1125,0.0016402,1125,0.0006933,1125,0.0001068,1125,0.0383846,1125,0,0,0.014079,1125,0.0236298,1125,124951,1125
680.5,1,0,0.151263,0.260091,0.127099,0.118031,0,0,0,0.0915937,1325,0.0031735,1325,0.006112,1325,0.0822496,1325,0,0,8.49e-05,1325,0.0006759,84,0.0006307,165,0.0037165,1325,0.0012948,1325,0.0034389,1325,0.00078,2,0.0002041,6,0.0008722,1319,0.0008777,1325,0.0019313,1325,0.0008162,1325,0.0001229,1325,0.0455134,1325,0,0,0.0165081,1325,0.0282065,1325,149151,1325
780.5,1,0,0.105884,0.22925,0.137314,0.143068,0,0,0,0.104482,1525,0.0033265,1525,0.0070213,1525,0.0940669,1525,0,0,9.83e-05,1525,0.0007707,97,0.000723,190,0.0044047,1525,0.0014837,1525,0.0039676,1525,0.00078,2,0.0002041,6,0.0009984,1519,0.0009994,1525,0.0022349,1525,0.000943,1525,0.000136,1525,0.0527789,1525,0,0,0.0189434,1525,0.0329021,1525,173351,1525
880.5,1,0,0.0741189,0.198223,0.143405,0.121306,0,0,0,0.116848,1725,0.003471,1725,0.0078989,1725,0.105402,1725,0,0,0.0001107,1725,0.0008479,109,0.0008088,215,0.005002,1725,0.0016647,1725,0.0045268,1725,0.00078,2,0.0002041,6,0.0011211,1719,0.0011139,1725,0.0025267,1725,0.0010644,1725,0.0001523,1725,0.0597397,1725,0,0,0.0212959,1725,0.037391,1725,197551,1725
980.5,1,0,0.0518832,0.168955,0.14596,0.127031,1,0,0,0.128911,1925,0.0036127,1925,0.0086933,1925,0.116517,1925,0,0,0.0001221,1925,0.0009292,122,0.0008936,240,0.0055005,1925,0.0018521,1925,0.0050277,1925,0.00078,2,0.0002041,6,0.0012389,1919,0.0012181,1925,0.0028519,1925,0.0011784,1925,0.0001702,1925,0.0662655,1925,0,0,0.0234925,1925,0.0416003,1925,221751,1925
