time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
80.5,1,0,0,0,0,0.133789,2,0,0,0.008144,124,0.0022437,124,0.0004149,124,0.0054799,124,0,0,7.4e-06,124,7.01e-05,8,5.85e-05,15,0.0002508,124,0.0001097,124,0.0001474,124,2.1e-06,1,0.0002493,6,9.27e-05,120,0.0001027,124,0.0001345,124,6.41e-05,124,1.7e-05,124,0.0013587,124,0,0,0.0009979,124,0.0003051,124,5828,124
180.5,1,3,0.9,0.18,0.018,0.285093,2,0,0,0.028738,324,0.0024766,324,0.0013084,324,0.0249343,324,0,0,2.05e-05,324,0.0004618,23,0.0001587,40,0.0008096,324,0.0003165,324,0.0006234,324,0.0008136,3,0.0011755,9,0.0002407,318,0.0006778,324,0.0004225,324,0.0001641,324,4.43e-05,324,0.0087161,324,0,0,0.0034439,324,0.0050765,324,35246,324
280.5,1,3,1.53,0.45,0.0612,0.427816,2,0,0,0.0613432,524,0.0028754,524,0.0021415,524,0.0562989,524,0,0,3.41e-05,524,0.0034752,135,0.0002589,65,0.0014175,524,0.0005289,524,0.0013476,524,0.0008169,4,0.0011755,9,0.0003669,518,0.0022004,524,0.0007045,524,0.000248,524,6.3e-05,524,0.0242818,524,0,0,0.0074248,524,0.0165066,524,113645,524
380.5,1,0,1.071,0.5742,0.1125,0.226676,1,0,0,0.0933382,724,0.0033096,724,0.0029727,724,0.0870185,724,0,0,4.46e-05,724,0.0059595,226,0.0003306,90,0.0020295,724,0.0007307,724,0.00204,724,0.0008169,4,0.0011755,9,0.0004807,718,0.0033084,724,0.0009704,724,0.0003416,724,8.73e-05,724,0.0416748,724,0,0,0.0117654,724,0.0293857,724,191902,724
480.5,1,0,0.7497,0.6093,0.16218,0.231878,0,0,0,0.118,924,0.0034612,924,0.0038564,924,0.110637,924,0,0,5.55e-05,924,0.0061788,239,0.0004087,115,0.0026816,924,0.0009321,924,0.0027628,924,0.0008169,4,0.0011755,9,0.0005986,918,0.0034673,924,0.0012484,924,0.0004706,924,0.0001113,924,0.060363,924,0,0,0.0166974,924,0.0429021,924,269646,924
580.5,1,0,0.52479,0.592398,0.205202,0.23949,0,0,0,0.143108,1124,0.0036169,1124,0.0047564,1124,0.13468,1124,0,0,6.6e-05,1124,0.006359,252,0.0005044,140,0.0033082,1124,0.0011418,1124,0.0034925,1124,0.0008169,4,0.0012765,11,0.0007152,1118,0.0037012,1124,0.0016109,1124,0.0006051,1124,0.0001296,1124,0.0789119,1124,0,0,0.0213052,1124,0.0565799,1124,346853,1124
680.5,1,0,0.367353,0.547389,0.23942,0.292356,0,0,0,0.17095,1324,0.0037915,1324,0.0056029,1324,0.161491,1324,0,0,7.57e-05,1324,0.0066243,265,0.0006262,165,0.0038733,1324,0.0013454,1324,0.004141,1324,0.0016112,6,0.0012765,11,0.0008285,1316,0.0043486,1324,0.0019459,1324,0.0007228,1324,0.0001499,1324,0.098759,1324,0,0,0.0256176,1324,0.0718427,1324,429217,1324
780.5,1,0,0.257147,0.489341,0.264412,0.307482,0,0,0,0.202517,1524,0.003956,1524,0.0064729,1524,0.192012,1524,0,0,8.84e-05,1524,0.0068993,279,0.0007542,190,0.0044098,1524,0.001557,1524,0.0048288,1524,0.0019468,8,0.0013453,12,0.0009421,1513,0.0051927,1524,0.0022764,1524,0.0008374,1524,0.0001732,1524,0.121318,1524,0,0,0.0302305,1524,0.0894764,1524,522003,1524
880.5,1,0,0.180003,0.427473,0.280719,0.339319,0,0,0,0.234976,1724,0.0041525,1724,0.0073283,1724,0.22341,1724,0,0,0.0001118,1724,0.0072572,297,0.0008362,215,0.0050147,1724,0.001763,1724,0.0054935,1724,0.0019468,8,0.0013453,12,0.001051,1705,0.0055829,1724,0.0027674,1724,0.000953,1724,0.0001922,1724,0.145059,1724,0,0,0.0352605,1724,0.107841,1724,617281,1724
980.5,1,0,0.126002,0.367179,0.289365,0.32118,0,0,0,0.268551,1924,0.0043149,1924,0.0082264,1924,0.255915,1924,0,0,0.0001232,1924,0.0074348,310,0.0009466,240,0.0055978,1924,0.0019844,1924,0.0061685,1924,0.0023791,9,0.0014777,15,0.0011621,1902,0.0061963,1924,0.0030883,1924,0.0010736,1924,0.000211,1924,0.169957,1924,0,0,0.0404395,1924,0.127254,1924,719870,1924
