time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
219.5,1,0,0,0,0,0.13623,1,0,0,0.0171234,331,0.0026167,331,0.0032418,331,0.0112511,331,0,0,1.76e-05,331,0.0001593,22,0.0001709,41,0.0007273,331,0.0002301,331,0.0004436,331,0,0,0.0002021,6,0.0001913,329,0.0002112,331,0.0003295,331,0.0001731,331,3.1e-05,331,0.0032486,331,0,0,0.0021738,331,0.0009321,331,15557,331
319.5,1,20,6,1.2,0.12,0.328924,1,0,0,0.0417757,531,0.0028215,531,0.0057157,531,0.0332147,531,0,0,3.45e-05,531,0.0007529,49,0.0002786,66,0.0013491,531,0.0004147,531,0.0009915,531,0.0006884,3,0.0009634,10,0.0003476,526,0.0009441,531,0.0005899,531,0.0002634,531,5.55e-05,531,0.0117273,531,0,0,0.0051865,531,0.0062449,531,61496,531
419.5,1,0,4.2,1.8,0.288,0.341098,1,0,0,0.0742862,731,0.002964,731,0.0080813,731,0.0632063,731,0,0,4.55e-05,731,0.0048659,222,0.0003571,91,0.0019168,731,0.0006082,731,0.0016066,731,0.0006884,3,0.0009634,10,0.0004658,726,0.0026481,731,0.0007914,731,0.0003227,731,7.76e-05,731,0.0207932,731,0,0,0.0078865,731,0.0125139,731,118968,731
519.5,1,0,2.94,2.028,0.462,0.169848,1,0,0,0.096049,931,0.0031211,931,0.0104311,931,0.0824524,931,0,0,5.76e-05,931,0.0061341,277,0.0004464,116,0.0024838,931,0.0007793,931,0.0022216,931,0.0006921,4,0.0010337,11,0.0005888,926,0.003232,931,0.001054,931,0.0004204,931,9.72e-05,931,0.0302861,931,0,0,0.0111352,931,0.0186035,931,175970,931
619.5,1,1,2.358,2.094,0.6252,0.183611,0,0,0,0.113619,1131,0.0032905,1131,0.012804,1131,0.0974709,1131,0,0,6.99e-05,1131,0.0062848,290,0.0005342,141,0.0030042,1131,0.000946,1131,0.002875,1131,0.0006921,4,0.0011103,12,0.0007055,1126,0.0033848,1131,0.0013173,1131,0.0005347,1131,0.0001128,1131,0.0402227,1131,0,0,0.0145783,1131,0.0249202,1131,232576,1131
719.5,1,0,1.6506,2.00532,0.763212,0.18477,0,0,0,0.132444,1331,0.0034516,1331,0.0152324,1331,0.113696,1331,0,0,8.36e-05,1331,0.0064289,302,0.000632,166,0.0035151,1331,0.0011171,1331,0.0035349,1331,0.0006921,4,0.0011103,12,0.0008208,1326,0.0035403,1331,0.0015947,1331,0.0006498,1331,0.0001269,1331,0.051365,1331,0,0,0.0182534,1331,0.0321968,1331,294326,1331
819.5,1,0,1.15542,1.83534,0.870425,0.215708,0,0,0,0.152726,1531,0.0036202,1531,0.0177584,1531,0.131273,1531,0,0,9.52e-05,1531,0.0066091,316,0.0007163,191,0.0040358,1531,0.0012892,1531,0.0041944,1531,0.0006921,4,0.0011103,12,0.0009398,1526,0.0036781,1531,0.00188,1531,0.0007658,1531,0.0001419,1531,0.0626649,1531,0,0,0.0220557,1531,0.0394992,1531,356300,1531
919.5,1,0,0.808794,1.63003,0.946385,0.196445,0,0,0,0.172344,1731,0.0037847,1731,0.0201722,1731,0.148304,1731,0,0,0.0001084,1731,0.0067554,328,0.0008208,216,0.0045496,1731,0.0014582,1731,0.0048569,1731,0.0006921,4,0.0011103,12,0.001055,1726,0.0037949,1731,0.0021452,1731,0.0008776,1731,0.0001569,1731,0.0738195,1731,0,0,0.0257688,1731,0.0467177,1731,418300,1731
1019.5,1,0,0.566156,1.41726,0.993472,0.191158,0,0,0,0.192186,1931,0.0039521,1931,0.0226201,1931,0.165521,1931,0,0,0.0001224,1931,0.0069408,342,0.000907,241,0.0050637,1931,0.0016309,1931,0.0055287,1931,0.0006921,4,0.0011103,12,0.0011714,1926,0.0039238,1931,0.0024159,1931,0.0009908,1931,0.0001731,1931,0.0852781,1931,0,0,0.0296057,1931,0.0541324,1931,480402,1931
1119.5,1,0,0.396309,1.21307,1.01543,0.186807,0,0,0,0.212345,2131,0.0041135,2131,0.0250033,2131,0.183127,2131,0,0,0.0001343,2131,0.007134,355,0.001002,266,0.0055766,2131,0.0018036,2131,0.0061895,2131,0.0006921,4,0.0011103,12,0.0012854,2126,0.0041261,2131,0.0026902,2131,0.0010971,2131,0.0001886,2131,0.0966284,2131,0,0,0.0334759,2131,0.0614132,2131,543326,2131
