time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
81.5,1,0,0,0,0,0.154053,2,0,0,0.0081991,126,0.0021874,126,0.0005123,126,0.0054941,126,0,0,7.3e-06,126,8.81e-05,9,6.6e-05,16,0.000277,126,0.000105,126,0.0001703,126,2.15e-05,2,0.0002116,6,8.98e-05,121,0.0001104,126,0.0001401,126,6.84e-05,126,1.35e-05,126,0.0015281,126,0,0,0.0010722,126,0.0003908,126,5922,126
181.5,1,4,1.2,0.24,0.024,0.156189,2,0,0,0.0257305,326,0.0024141,326,0.0013605,326,0.0219415,326,0,0,2.16e-05,326,0.0001775,22,0.0001506,41,0.0007821,326,0.0002932,326,0.0006474,326,0.0004111,3,0.0002116,6,0.0002322,320,0.0002665,326,0.0004315,326,0.0001715,326,2.87e-05,326,0.0076171,326,0,0,0.0030517,326,0.0043637,326,28642,326
282.5,1,2.9703,1.73109,0.538218,0.0754218,0.46295,2,0,0,0.0633399,528,0.0028312,528,0.0022705,528,0.0582148,528,0,0,3.6e-05,528,0.0026612,114,0.0002723,66,0.0013638,528,0.000496,528,0.0013733,528,0.0025027,5,0.0002116,6,0.0003914,521,0.0032304,528,0.0006738,528,0.0002657,528,7.42e-05,528,0.0268433,528,0,0,0.006835,528,0.0196134,528,131750,528
382.5,1,0,1.21176,0.672927,0.135172,0.296651,1,0,0,0.101433,728,0.0032876,728,0.0030692,728,0.095043,728,0,0,4.99e-05,728,0.0056082,226,0.0003667,91,0.0018672,728,0.0006823,728,0.0020912,728,0.0025027,5,0.0002116,6,0.0005084,721,0.0052603,728,0.00087,728,0.0003537,728,9.56e-05,728,0.048576,728,0,0,0.0105985,728,0.037366,728,246334,728
482.5,1,0,0.848234,0.707988,0.192454,0.405052,0,0,0,0.132854,928,0.0034534,928,0.0038609,928,0.125497,928,0,0,6.35e-05,928,0.0058344,243,0.0005263,116,0.0023851,928,0.0008548,928,0.0028253,928,0.0030897,6,0.0002563,7,0.0006307,919,0.0059863,928,0.0011846,928,0.0004713,928,0.0001279,928,0.0717845,928,0,0,0.0148211,928,0.0560147,928,360536,928
582.5,1,0,0.593763,0.685143,0.241723,0.336841,0,0,0,0.167095,1128,0.003627,1128,0.0046658,1128,0.158749,1128,0,0,7.73e-05,1128,0.0060152,256,0.0007233,141,0.0028974,1128,0.0010472,1128,0.003485,1128,0.0032591,7,0.000488,9,0.0007458,1117,0.0066806,1128,0.0015073,1128,0.0005903,1128,0.000144,1128,0.0974165,1128,0,0,0.0196181,1128,0.0764334,1128,479107,1128
682.5,1,0,0.415634,0.631242,0.280675,0.239863,0,0,0,0.195553,1328,0.0038333,1328,0.0054557,1328,0.186202,1328,0,0,9.21e-05,1328,0.0061812,270,0.0008631,166,0.0033883,1328,0.0012516,1328,0.0041318,1328,0.0038269,9,0.0006653,14,0.0008554,1311,0.0073304,1328,0.0018017,1328,0.0007093,1328,0.0001624,1328,0.116951,1328,0,0,0.0242897,1328,0.0909843,1328,567401,1328
782.5,1,0,0.290944,0.563182,0.308925,0.212138,0,0,0,0.221674,1528,0.0040186,1528,0.0062865,1528,0.211298,1528,0,0,0.0001069,1528,0.0063234,282,0.0010729,191,0.0039001,1528,0.0014765,1528,0.004728,1528,0.0043503,13,0.0008002,16,0.000988,1503,0.0081477,1528,0.0021929,1528,0.0008229,1528,0.0001775,1528,0.132649,1528,0,0,0.0289814,1528,0.101722,1528,630531,1528
882.5,1,0,0.203661,0.491278,0.327161,0.17055,0,0,0,0.241561,1728,0.004183,1728,0.0071261,1728,0.230172,1728,0,0,0.0001223,1728,0.0064933,295,0.0012179,216,0.0044402,1728,0.001691,1728,0.0051939,1728,0.0054707,14,0.0009523,17,0.0011309,1700,0.0089382,1728,0.0025169,1728,0.0009392,1728,0.0001915,1728,0.143335,1728,0,0,0.0332739,1728,0.107926,1728,678872,1728
