time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
79.5,1,0,0,0,0,0.122681,2,0,0,0.0069343,120,0.0019806,120,0.0003849,120,0.0045638,120,0,0,6.1e-06,120,6.5e-05,7,7.51e-05,15,0.0002567,120,9.15e-05,120,0.0001421,120,3.6e-06,1,0.0002275,6,7.9e-05,117,0.0001077,120,0.0001215,120,5.91e-05,120,1.35e-05,120,0.0011594,120,0,0,0.0007868,120,0.0003209,120,5640,120
179.5,1,0,0,0,0,0.156908,1,0,0,0.0213151,320,0.0021801,320,0.0011612,320,0.0179606,320,0,0,1.95e-05,320,0.0001654,21,0.0001754,40,0.0007624,320,0.0002609,320,0.0006346,320,0.0003946,2,0.0002275,6,0.0002124,316,0.0002619,320,0.0004033,320,0.0001599,320,2.79e-05,320,0.0064196,320,0,0,0.0025145,320,0.0037346,320,27694,320
279.5,1,2,0.6,0.12,0.012,0.104248,1,0,0,0.0320324,520,0.0023331,520,0.001996,520,0.0276814,520,0,0,3.03e-05,520,0.0002537,33,0.0002717,65,0.0012969,520,0.0004137,520,0.0011612,520,0.0003946,2,0.0002275,6,0.0003332,516,0.000383,520,0.0006947,520,0.0002868,520,4.2e-05,520,0.0123801,520,0,0,0.0043611,520,0.0077256,520,51894,520
379.5,1,0,0.42,0.18,0.0288,0.109898,0,0,0,0.0428042,720,0.0024727,720,0.0028643,720,0.0374368,720,0,0,4.31e-05,720,0.0003496,46,0.0003673,90,0.0018278,720,0.0005718,720,0.0016893,720,0.0003946,2,0.0002275,6,0.000455,716,0.0005062,720,0.0009851,720,0.0004065,720,5.55e-05,720,0.0184385,720,0,0,0.0062256,720,0.0117943,720,76094,720
479.5,1,0,0.294,0.2028,0.0462,0.11501,0,0,0,0.0537094,920,0.0026167,920,0.00371,920,0.0473443,920,0,0,5.36e-05,920,0.0004358,58,0.0004627,115,0.0023594,920,0.0007288,920,0.0022411,920,0.0003946,2,0.0002275,6,0.0005833,916,0.00063,920,0.0012807,920,0.0005287,920,7.03e-05,920,0.0245035,920,0,0,0.0081266,920,0.0158314,920,100294,920
579.5,1,0,0.2058,0.2034,0.06192,0.116973,0,0,0,0.0653658,1120,0.0027684,1120,0.0046589,1120,0.0578894,1120,0,0,6.71e-05,1120,0.0005328,71,0.0005606,140,0.0029215,1120,0.0008924,1120,0.0027907,1120,0.0003946,2,0.0002275,6,0.0007149,1116,0.0007575,1120,0.0015865,1120,0.0006579,1120,8.58e-05,1120,0.0309096,1120,0,0,0.0100926,1120,0.0201408,1120,124494,1120
679.5,1,4,1.34406,0.431532,0.0988812,0.108217,1,0,0,0.0771155,1320,0.002951,1320,0.0055286,1320,0.0685773,1320,0,0,8e-05,1320,0.0006218,83,0.0006665,165,0.0034618,1320,0.0010527,1320,0.0033181,1320,0.0003946,2,0.0002275,6,0.0008364,1316,0.0008813,1320,0.001878,1320,0.0007763,1320,0.0001009,1320,0.0371538,1320,0,0,0.0120931,1320,0.0242575,1320,148694,1320
779.5,1,0,0.940842,0.533394,0.142332,0.447302,1,0,0,0.104636,1520,0.0034119,1520,0.0062939,1520,0.0948628,1520,0,0,9.27e-05,1520,0.0026659,155,0.0007772,190,0.0039831,1520,0.0012421,1520,0.0039343,1520,0.0029643,4,0.0002275,6,0.0009833,1515,0.0028752,1520,0.0021528,1520,0.0008709,1520,0.0001422,1520,0.049384,1520,0,0,0.0147552,1520,0.033687,1520,212385,1520
879.5,1,0,0.658589,0.558433,0.183943,0.454858,1,0,0,0.141075,1720,0.0039778,1720,0.0070852,1720,0.129934,1720,0,0,0.0001073,1720,0.0049988,243,0.0008796,215,0.0045019,1720,0.0014585,1720,0.0047566,1720,0.0029643,4,0.0002275,6,0.0011086,1715,0.0045373,1720,0.002395,1720,0.0009686,1720,0.0001622,1720,0.0721965,1720,0,0,0.0192141,1720,0.0517722,1720,329479,1720
979.5,1,0,0.461013,0.538949,0.219443,0.312171,0,0,0,0.174964,1920,0.0041257,1920,0.0078828,1920,0.162868,1920,0,0,0.0001213,1920,0.0064758,300,0.0009775,240,0.0050429,1920,0.0016645,1920,0.0055895,1920,0.0029643,4,0.0002275,6,0.0012329,1915,0.0055889,1920,0.0026675,1920,0.0010831,1920,0.0001786,1920,0.0958825,1920,0,0,0.0238111,1920,0.0705012,1920,446160,1920
