time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
243,1,0,0,0,0,0.131104,1,0,0,0.0215287,373,0.0040083,373,0.0042738,373,0.013229,373,0,0,2.48e-05,373,0.0002284,25,0.000222,47,0.0008591,373,0.0002866,373,0.0004833,373,0,0,0.0002266,6,0.0002259,370,0.0002797,373,0.0003969,373,0.000216,373,3.05e-05,373,0.0051869,373,0,0,0.003728,373,0.0012776,373,17537,373
343,1,25,7.5,1.5,0.15,0.23356,1,0,0,0.0433599,573,0.0042508,573,0.0070073,573,0.0320743,573,0,0,3.95e-05,573,0.0005548,40,0.000334,72,0.0015033,573,0.0005751,573,0.0012491,573,0.000784,3,0.0008107,9,0.0004055,568,0.0006816,573,0.0006779,573,0.0003242,573,5.66e-05,573,0.0133189,573,0,0,0.0070694,573,0.0059145,573,50011,573
443,1,0,5.25,2.25,0.36,0.196872,1,0,0,0.0720928,773,0.0044124,773,0.0095375,773,0.0581054,773,0,0,5.2e-05,773,0.004117,162,0.0004423,97,0.0022916,773,0.0008963,773,0.0023732,773,0.000784,3,0.0008107,9,0.0005428,768,0.0021355,773,0.0009114,773,0.0004042,773,7.62e-05,773,0.0232847,773,0,0,0.0108566,773,0.0119601,773,101533,773
543,1,0,3.675,2.535,0.5775,0.20106,1,0,0,0.10005,973,0.0045725,973,0.0120484,973,0.083379,973,0,0,6.55e-05,973,0.0078319,283,0.0005527,122,0.0030914,973,0.0012251,973,0.0034859,973,0.000784,3,0.0008107,9,0.0006819,968,0.0035577,973,0.001152,973,0.000489,973,9.34e-05,973,0.0332013,973,0,0,0.0145737,973,0.018013,973,152696,973
643,1,0,2.5725,2.5425,0.774,0.661831,0,0,0,0.137432,1173,0.0047737,1173,0.0146884,1173,0.117906,1173,0,0,7.76e-05,1173,0.0082209,299,0.0007365,147,0.0036261,1173,0.0015265,1173,0.0051163,1173,0.0072952,16,0.0008107,9,0.0011091,1156,0.0063772,1173,0.0015915,1173,0.0006056,1173,0.0001423,1173,0.0503173,1173,0,0,0.0192729,1173,0.030144,1173,231928,1173
743,1,0,1.80075,2.39415,0.936015,0.376031,0,0,0,0.181354,1373,0.0049602,1373,0.0176247,1373,0.158695,1373,0,0,8.99e-05,1373,0.0086818,314,0.0008828,172,0.0042048,1373,0.0018812,1373,0.0073306,1373,0.0094348,21,0.0008107,9,0.0013058,1351,0.0079291,1373,0.0019744,1373,0.0007317,1373,0.0001695,1373,0.0786062,1373,0,0,0.0266993,1373,0.0504363,1373,352683,1373
843,1,0,1.26052,2.16743,1.05916,0.405169,0,0,0,0.219086,1573,0.0051334,1573,0.0202199,1573,0.193647,1573,0,0,0.0001031,1573,0.0088598,327,0.0009784,197,0.004773,1573,0.0022067,1573,0.0094439,1573,0.0094348,21,0.0008107,9,0.0014392,1551,0.0081028,1573,0.0022466,1573,0.0008636,1573,0.0001854,1573,0.107296,1573,0,0,0.0343373,1573,0.0708464,1573,479683,1573
943,1,0,0.882367,1.91041,1.14428,0.381307,0,0,0,0.25625,1773,0.0053051,1773,0.0227714,1773,0.228078,1773,0,0,0.0001139,1773,0.0090171,339,0.0010811,222,0.0053297,1773,0.0025296,1773,0.0115798,1773,0.0094348,21,0.0008107,9,0.0015783,1751,0.0083138,1773,0.002549,1773,0.0009935,1773,0.0002015,1773,0.134848,1773,0,0,0.0418264,1773,0.090252,1773,604631,1773
1043,1,0,0.617657,1.65186,1.19504,0.404169,0,0,0,0.293648,1973,0.0054899,1973,0.0254034,1973,0.262647,1973,0,0,0.0001262,1973,0.0091875,352,0.0011705,247,0.0058901,1973,0.0028493,1973,0.0137005,1973,0.0094348,21,0.0008107,9,0.0017096,1951,0.0084851,1973,0.002824,1973,0.0011295,1973,0.0002171,1973,0.163362,1973,0,0,0.0496541,1973,0.110316,1973,729231,1973
1143,1,0,0.43236,1.40796,1.21633,0.360868,0,0,0,0.334262,2173,0.005675,2173,0.0282675,2173,0.3002,2173,0,0,0.000139,2173,0.0094918,365,0.0012973,272,0.0064617,2173,0.0031905,2173,0.0159172,2173,0.0102537,23,0.0008107,9,0.001851,2149,0.0088424,2173,0.0031414,2173,0.0012807,2173,0.0002368,2173,0.192669,2173,0,0,0.0574727,2173,0.131158,2173,851810,2173
1243,1,0,0.302652,1.1869,1.21339,0.364606,0,0,0,0.3833,2373,0.0058524,2373,0.0311365,2373,0.346182,2373,0,0,0.0001528,2373,0.0133602,487,0.001441,297,0.0072187,2373,0.0036295,2373,0.0185774,2373,0.0138294,26,0.0008912,10,0.0021515,2347,0.0125671,2373,0.0033956,2373,0.0013795,2373,0.0002722,2373,0.213631,2373,0,0,0.0643088,2373,0.145023,2373,944473,2373
1343,1,0,0.211856,0.991892,1.19124,0.521406,0,0,0,0.427799,2573,0.0060189,2573,0.0338586,2573,0.387781,2573,0,0,0.0001645,2573,0.0165921,589,0.0015384,322,0.0079794,2573,0.0040238,2573,0.0215226,2573,0.0138294,26,0.0008912,10,0.0023009,2547,0.0151134,2573,0.0036726,2573,0.0014857,2573,0.0002981,2573,0.23772,2573,0,0,0.0717452,2573,0.161248,2573,1054633,2573
