time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,in_progress,in_callback,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
79.5,1,0,0,0,0,0.123901,2,0,0,0.0076002,121,0.0020936,121,0.0004135,121,0.0050878,121,0,0,7.9e-06,121,8.21e-05,8,6.44e-05,15,0.0002719,121,9.49e-05,121,0.0001439,121,3.5e-06,1,0.0002217,6,8.02e-05,118,9.71e-05,121,0.0001233,121,6.13e-05,121,1.4e-05,121,0.0013388,121,0,0,0.0009443,121,0.0003391,121,5687,121
179.5,1,3,0.9,0.18,0.018,0.145301,1,0,0,0.0234856,321,0.0022999,321,0.0012666,321,0.0199048,321,0,0,2.2e-05,321,0.0001835,22,0.0001565,40,0.000793,321,0.0002824,321,0.0006269,321,0.000504,2,0.0002217,6,0.0002212,317,0.0002707,321,0.000403,321,0.0001669,321,3.08e-05,321,0.007182,321,0,0,0.0029154,321,0.0040833,321,27963,321
279.5,1,0,0.63,0.27,0.0432,0.107838,1,0,0,0.0341731,521,0.0024386,521,0.0020839,521,0.0296273,521,0,0,3.82e-05,521,0.0002635,34,0.000247,65,0.0013188,521,0.0004333,521,0.0011335,521,0.000504,2,0.0002217,6,0.0003376,517,0.0003958,521,0.0006726,521,0.0002852,521,4.78e-05,521,0.0132333,521,0,0,0.0048012,521,0.008129,521,52163,521
379.5,1,0,0.441,0.3042,0.0693,0.12575,0,0,0,0.0450767,721,0.002574,721,0.0029239,721,0.0395471,721,0,0,5.36e-05,721,0.0003653,47,0.000342,90,0.0018546,721,0.0005928,721,0.0016383,721,0.000504,2,0.0002217,6,0.0004648,717,0.0005281,721,0.0009536,721,0.0004033,721,6.34e-05,721,0.019437,721,0,0,0.0067522,721,0.0122561,721,76363,721
479.5,1,5,1.8087,0.6051,0.12288,0.116124,1,0,0,0.0572959,921,0.0027643,921,0.0038074,921,0.0506831,921,0,0,6.84e-05,921,0.0004524,59,0.0004407,115,0.0024028,921,0.0007616,921,0.0021729,921,0.000504,2,0.0002217,6,0.0005904,917,0.000655,921,0.001248,921,0.0005252,921,8.05e-05,921,0.0259076,921,0,0,0.0087871,921,0.0165647,921,100563,921
579.5,1,0,1.26609,0.737298,0.184322,0.462532,1,0,0,0.0933904,1121,0.0029915,1121,0.0046995,1121,0.0856476,1121,0,0,8.27e-05,1121,0.0027017,135,0.0005624,140,0.0030537,1121,0.0009494,1121,0.0029344,1121,0.0032062,4,0.0002217,6,0.0008065,1116,0.0027495,1121,0.0015068,1121,0.0006282,1121,0.000126,1121,0.0455672,1121,0,0,0.012928,1121,0.0318563,1121,204307,1121
679.5,1,0,0.886263,0.767091,0.242599,0.281493,1,0,0,0.13397,1321,0.0037521,1321,0.0055754,1321,0.124581,1321,0,0,9.42e-05,1321,0.0062304,262,0.0006429,165,0.0036038,1321,0.0011429,1321,0.0036966,1321,0.0032062,4,0.0002217,6,0.0009302,1316,0.005022,1321,0.001711,1321,0.0007086,1321,0.0001515,1321,0.0678139,1321,0,0,0.0170121,1321,0.0498224,1321,322715,1321
779.5,1,0,0.620384,0.73775,0.292114,0.273794,0,0,0,0.166469,1521,0.0039971,1521,0.0064983,1521,0.1559,1521,0,0,0.0001083,1521,0.0065077,277,0.0007874,190,0.0041344,1521,0.0013256,1521,0.0045079,1521,0.0048283,8,0.0002217,6,0.0010815,1512,0.0061147,1521,0.0020738,1521,0.00082,1521,0.0001737,1521,0.0895417,1521,0,0,0.0212176,1521,0.0670239,1521,415952,1521
879.5,1,0,0.434269,0.677053,0.330608,0.255234,0,0,0,0.194154,1721,0.004295,1721,0.0073811,1721,0.182395,1721,0,0,0.0001232,1721,0.006786,292,0.0008797,215,0.0047301,1721,0.0015086,1721,0.0053439,1721,0.0050635,10,0.0003227,7,0.00121,1711,0.0064567,1721,0.0023863,1721,0.0009389,1721,0.00021,1721,0.109742,1721,0,0,0.0261378,1721,0.0819969,1721,497434,1721
979.5,1,0,0.303988,0.60244,0.357791,0.254405,0,0,0,0.219602,1921,0.0044736,1921,0.008199,1921,0.206838,1921,0,0,0.0001353,1921,0.0069839,305,0.0009757,240,0.005298,1921,0.0016778,1921,0.0061278,1921,0.0050635,10,0.0003227,7,0.0013322,1911,0.0065985,1921,0.0026711,1921,0.0010705,1921,0.0002277,1921,0.129593,1921,0,0,0.031115,1921,0.0965472,1921,581034,1921
